id,source,reference,target,error_span,category,severity,type,source_lang,target_lang
492,新华社北京2月10日电中共中央总书记、国家主席、中央军委主席习近平2月9日给第19批援助中非共和国的中国医疗队队员回信，向他们以及广大援外医疗队员致以问候并提出殷切期望。,"BEIJING, February 10 (Xinhua) -- Xi Jinping, general secretary of the Communist Party of China (CPC) Central Committee, president of the country and chairman of the Central Military Commission, wrote back to the members of the 19th batch of Chinese medical team assisting the Central African Republic on February 9, sending greetings and raising high expectations to them and the general foreign aid medical staff.","Xinhua News Agency, Beijing, February 10th, Xi Jinping, General Secretary of the Central Committee of the Communist Party of China, President of the State, and Chairman of <v> the Central Military Commission, wrote back to the 19th batch of Chinese medical team members assisting </v> the Central African Republic on February 9th, extending greetings to them and the majority of foreign medical team members and putting forward ardent expectations."," the Central Military Commission, wrote back to the 19th batch of Chinese medical team members assisting ",no-error,no-error,gp,Chinese,English
493,多少次一看到三星这个手机，脑海就想起她，那种痛苦就随之而来灌满全身，我从没舍得用过超过2千元的手机，可是买给她的时候，却毫不犹豫，对一个人再好，可是有天当她变心了，所有的山盟海誓也就烟消云散了。,"How many times have I seen a Samsung mobile phone and thought about her, and the agony has filled my entire body? I was never willing to use a phone worth more than 2,000 yuan, but I didn't hesitate when I bought it for her, no matter how nice you are to someone, when she changes her mind one day, all the promises will disappear.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","How many <v> times when I saw Samsung mobile phone, I thought of her, and the pain filled my </v> whole body. I was never willing to use a mobile phone worth more than 2,000 yuan, but when I bought it for her, I didn't hesitate. No matter how good you are to someone, but one day when she changes her mind, all the vows will disappear.‏‏"," times when I saw Samsung mobile phone, I thought of her, and the pain filled my ",no-error,no-error,gp,Chinese,English
494,据中央社今天称，国民党副主席夏立言率团访陆，在北京期间，分别会见中共中央政治局常委王沪宁、新任国台办主任宋涛，与北京市委书记尹力。,"According to the Central News Agency (CNA) today, KMT Vice Chairman Xia Liyan led a delegation to visit the mainland, and during his stay in Beijing, he met with Wang Huning, a member of the Standing Committee of the Political Bureau of the CPC Central Committee, Song Tao, the new Director of the State Council Taiwan Affairs Office, and Yin Li, Secretary of the Beijing Municipal Committee.","According to the Central News Agency today, Xia Liyan, vice chairman of the Kuomintang, led a delegation to visit China. During their stay in Beijing, they met <v> with Wang Huning, a member of the Standing Committee of the Political Bureau of the CPC Central </v> Committee, Song Tao, the new director of the Taiwan Affairs Office of the State Council, and Yin Li, secretary of the Beijing Municipal Party Committee."," with Wang Huning, a member of the Standing Committee of the Political Bureau of the CPC Central ",no-error,no-error,gp,Chinese,English
495,个人觉得还可以接受，一来价格便宜，且700多页分成两本，作为平装本也较好翻阅；二来是不同于米开朗基罗全集那本，画作占了主体，达芬奇这本黑白手稿占了大部分，对于预算有限的、非美术专业读者而言，这版作为欣赏画作和手稿的性价比是最高的。,"Personally, I believe it to be appropriate, First off, it's inexpensive, and it comes in two paperback volumes with a combined total of more than 700 pages, It differs from Michelangelo's full works, which are primarily made up of paintings, in two ways, the majority of Da Vinci's manuscripts are in black and white, this edition is the most affordable for readers with tight budgets and non-art majors to appreciate paintings and writings.","It was also acceptable, as it was cheaper and more than 700 pages split into two, <v> which could be easily read as a paperback edition; secondly, unlike the complete Michelangelo collection, which was </v> dominated by paintings, the manuscript in black and white by Leonardo da Vinci was the majority, and the edition was the best value for money as an appreciation of the paintings and manuscripts for budget-constrained, non-art readers."," which could be easily read as a paperback edition; secondly, unlike the complete Michelangelo collection, which was ",no-error,no-error,gp,Chinese,English
496,希望你们不忘初心、牢记使命，大力弘扬不畏艰苦、甘于奉献、救死扶伤、大爱无疆的中国医疗队精神，以仁心仁术造福当地人民，以实际行动讲好中国故事，为推动构建人类卫生健康共同体作出更大贡献。,"I hope you will not forget your original intention, remember your mission, vigorously carry forward the spirit of the Chinese medical team, which is not afraid of hardship, willing to dedicate, saving lives and helping the injured, and making greater contributions to promoting the building of a human health community with practical actions to benefit the local people.","I hope that you will not forget your original intention, keep in mind your <v> mission, vigorously promote the spirit of the Chinese medical team that is not afraid of hardship, willing to </v> dedicate, save the dying and heal the injured, and love without borders, benefit the local people with benevolence, tell the Chinese story with practical actions, and make greater contributions to the promotion of the construction of a human health community."," mission, vigorously promote the spirit of the Chinese medical team that is not afraid of hardship, willing to ",no-error,no-error,gp,Chinese,English
497,无论是拉拢韩国建立“技术同盟”，还是与韩国、日本和中国台湾地区建立芯片“四方联盟”，亦或借由美日印澳“四边机制”“印太经济框架”等机制建立半导体产业链“小圈子”，美国通过把政治化、阵营化、武器化的手段引入半导体产业，企图搭建美国主导的封闭产供链循环，从而弥补其在芯片制造领域的短板，维护其在全球芯片产业的优势地位。,"Whether it be to convince South Korea to create a ""specialized organization together,"" or to make a chip ""quadrate alliance"" with South Korea, Japan, and Taiwan, or to set up a semiconductor industry chain through components such as the ""four-party component"" of the Joined together States, Japan, India, and Australia, and the ""Indo-Pacific Financial System"".","Whether it's wooing South <v> Korea to establish a ""technology alliance"", or establishing a chip ""quadrilateral alliance"" with South Korea, Japan, and Taiwan, China, or establishing a </v> semiconductor industry chain ""small circle"" through mechanisms such as the US-Japan-India-Australia ""quadrilateral mechanism"" and ""Indo-Pacific economic framework"", the US is attempting to build a closed supply chain cycle dominated by the US by introducing politicized, camp-based, and weaponized means into the semiconductor industry, thereby making up for its shortcomings in chip manufacturing and maintaining its advantageous position in the global chip industry."," Korea to establish a ""technology alliance"", or establishing a chip ""quadrilateral alliance"" with South Korea, Japan, and Taiwan, China, or establishing a ",no-error,no-error,gp,Chinese,English
498,新华社北京2月10日电新进中央委员会的委员、候补委员和省部级主要领导干部学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神研讨班10日下午在中央党校（国家行政学院）结业，中共中央政治局常委、中央书记处书记蔡奇出席结业式并作总结讲话。,"Xinhua News Agency, Beijing, February 10th--New members, alternate members, and major leading cadres at the provincial and ministerial levels of the Central Committee study and implement Xi Jinping's new era of socialism with Chinese characteristics and the spirit of the 20th Party Congress on the afternoon of the 10th, the Central Party School ( National School of Administration), Cai Qi, member of the Standing Committee of the Political Bureau of the CPC Central Committee and secretary of the Central Secretariat, attended the closing ceremony and delivered a concluding speech.","On February 10th, Xinhua News Agency reported from Beijing that the newly appointed members and alternate members of the Central Committee, as well as the main leaders at the provincial and ministerial levels, completed a study seminar on Xi Jinping's Thought on Socialism with Chinese <v> Characteristics for a New Era and the spirit of the 20th Party Congress at the Central Party School (National School of Administration) in the afternoon. </v> Cai Qi, a member of the Standing Committee of the Political Bureau of the CPC Central Committee and Secretary of the Central Secretariat, attended the graduation ceremony and delivered a concluding speech.", Characteristics for a New Era and the spirit of the 20th Party Congress at the Central Party School (National School of Administration) in the afternoon. ,no-error,no-error,gp,Chinese,English
499,黑五的时候下的单，结果等了好久都没收到，后面一查询，包裹早已被签收，问了身边的同事都说没有帮签收，赶紧联系快递公司，却说要寄件方才能发起查询，联系了亚马逊客服，又等了十多天，终于搞清楚是快递被误投给别人了，又几番周转才终于取回快递，外包装已经被拆，商品还算是完整，也不知道被用过没有，总之挺糟心的,"I ordered on Black Friday, but despite waiting a long time, I never got the item, the box had already been signed for when I checked it later, my coworkers denied signing for it when I questioned them about it, I called the courier service right away, but they told the sender should make the inquiry, over ten days passed after I contacted Amazon customer service, the messenger was inadvertently sent to someone else, I finally realized, I eventually recovered the courier after a few rounds, the product is still intact despite the removal of the outer packing, I'm not sure if it was ever used, No, it's still fairly horrible‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","I placed an order during Black Friday, but after waiting for a long time, I still didn't receive it. Upon inquiry, I found out that the package had already been signed for. I asked my <v> colleagues around me and they all said </v> they didn't sign for it. I quickly contacted the courier company, but they said only the sender could initiate an inquiry. I contacted Amazon customer service and waited for more than ten days. Finally, I found out that the package was mistakenly delivered to someone else. After several rounds of transfers, I finally retrieved the package. The outer packaging had been opened, but the product was still intact. I don't know if it has been used or not. Anyway, it was quite frustrating.‏‏‏‏", colleagues around me and they all said ,no-error,no-error,gp,Chinese,English
500,可惜最终效果没有能够实现。,"Unfortunately, the intended outcome was not realized.","Unfortunately, the <v> I gave a </v> not achieved.", I gave a ,non-translation,major,bp,Chinese,English
501,8，所以，我打了低分。,"8, As a result, my grade was dismal.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","8. So, <v> second incoming call </v> low score.‏‏‏‏‏‏‏‏‏‏‏‏", second incoming call ,non-translation,major,bp,Chinese,English
502,接听第二个来电并切换通话,Switch calls after second incoming call,Answer the second <v> will not be </v> switch calls., will not be ,non-translation,major,bp,Chinese,English
503,希望不要被滥用。,"It shouldn't be misused, I hope.",<v> Huawei is the </v> will not be abused., Huawei is the ,non-translation,major,bp,Chinese,English
504,华为是国货中的精品。,Huawei is the best of national products.,Huawei <v> delivery man was </v> product of excellence., delivery man was ,non-translation,major,bp,Chinese,English
505,送货员很积极，很热情。,The individual who delivered the package was upbeat and enthusiastic.,The delivery man was <v> was a disappointment. </v> enthusiastic., was a disappointment. ,non-translation,major,bp,Chinese,English
506,六百元的东西就这样对待，很失望的一次购物。,"This is how the 600 yuan item is handled, which is a very unsatisfactory purchase.",It cost <v> feeling too good </v> a disappointment., feeling too good ,non-translation,major,bp,Chinese,English
507,感觉不太好,It's not a good sensation,I'm not feeling <v> used 3-4 times. </v> this., used 3-4 times. ,non-translation,major,bp,Chinese,English
508,已经使用了3-4次了。,I've used it 3-4 times.,It has <v> will take a </v> times., will take a ,non-translation,major,bp,Chinese,English
509,声音要用过一段时间再评！,"Before making a remark, sound should be used for some time!",The sound <v> often can't connect </v> while to comment!, often can't connect ,non-translation,major,bp,Chinese,English
510,3.经常连不上手机。,3. Frequently unable to connect to a mobile phone.,3. I <v> the color is </v> to my phone., the color is ,non-translation,major,bp,Chinese,English
511,很好颜色不是很鲜艳,Exceptionally good The color is not particularly vibrant,<v> The terminology fluctuates </v> color is not very bright., The terminology fluctuates ,non-translation,major,bp,Chinese,English
512,在顾客还是客户的称谓上变来变去。,We modify the title of customer or client.,"The <v> I became a </v> ""customer"" and ""client"".", I became a ,non-translation,major,bp,Chinese,English
513,因此变成亚马逊死忠粉,Therefore becoming a devoted fan of Amazon,"Therefore, I <v> mattress is really </v> fan of Amazon.", mattress is really ,non-translation,major,bp,Chinese,English
514,雅兰床垫真心不错,Yalan mattresses are excellent,The Yalan <v> cut is too </v> nice, cut is too ,non-translation,major,bp,Chinese,English
515,降价太厉害了,The price cut is too substantial,The <v> they mentioned some </v> too big, they mentioned some ,non-translation,major,bp,Chinese,English
516,后面又说什么中转问题。,"About the transit issue, I'll speak later.",Then they <v> think this is </v> with the transit., think this is ,non-translation,major,bp,Chinese,English
517,反正我觉得这个东西确实不错。,"Whatever the case, I think this is a really great thing.","Anyway, I <v> be that I'm </v> really good.", be that I'm ,non-translation,major,bp,Chinese,English
518,难道是我运气不好？,Is it my misfortune?,<v> A Quick Guide </v> that I'm out of luck?, A Quick Guide ,non-translation,major,bp,Chinese,English
519,快速了解互联网金融的导读书,Understand the Internet financial guidebook quickly,A Quick Guide <v> on Saturday and </v> Finance, on Saturday and ,non-translation,major,bp,Chinese,English
520,本人要求周六、周日送货！,I want my package delivered on Saturday and Sunday!,<v> Amazon's self-operated products </v> on Saturday and Sunday!, Amazon's self-operated products ,non-translation,major,bp,Chinese,English
521,亚马逊自营商品还是很放心的。,Self-operated Amazon goods continue to be quite comforting.,Amazon's <v> News Financial Reporter </v> very reliable., News Financial Reporter ,non-translation,major,bp,Chinese,English
522,中新财经记者夏宾,"Xia Bin, a reporter with China New Finance and Economics",China News <v> high-quality city-level wireless </v> Bin, high-quality city-level wireless ,non-translation,major,bp,Chinese,English
523,打造城市级高品质无线局域网。,Construct a top-notch remote LAN at the city level.,Build a <v> think I'll get </v> local area network., think I'll get ,non-translation,major,bp,Chinese,English
524,估计今天也拿不到。,I suppose I won't be able to collect it today.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,I <v> not a large </v> get it today.‏‏‏, not a large ,non-translation,major,bp,Chinese,English
525,根本不是大号！,Absolutely not a queen size!,<v> Give credit where </v> large size at all!, Give credit where ,non-translation,major,bp,Chinese,English
526,给个赞！,Make a public announcement!,Give credit <v> have a few </v> due!, have a few ,non-translation,major,bp,Chinese,English
527,目前我有几点感想,"So far, I have a few ideas",<v> PS: The wheels </v> a few thoughts., PS: The wheels ,non-translation,major,bp,Chinese,English
528,PS：轮子感觉确实挺好的,PS: The wheels are really comfortable‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,PS: The wheels do <v> service were not </v> good.‏, service were not ,non-translation,major,bp,Chinese,English
529,给配送的打电话也不接。,The delivery person is unresponsive to calls.,Calls <v> restrictions on technology </v> service were not answered., restrictions on technology ,non-translation,major,bp,Chinese,English
530,加强限制技术出口到中国,Increased restrictions on technology exports to China,Strengthen restrictions on <v> on the front. </v> China, on the front. ,non-translation,major,bp,Chinese,English
531,只是前面那个帽。,Only the front cap.,"<v> Suitable for skimming, </v> on the front."," Suitable for skimming, ",non-translation,major,bp,Chinese,English
532,"适合粗读,不能细看。","It is appropriate for skimming, not for close reading.",Suitable <v> breathability is also </v> for detailed reading., breathability is also ,non-translation,major,bp,Chinese,English
533,透气性也很好。,Breathability is excellent as well.,<v> The material of </v> also very good., The material of ,non-translation,major,bp,Chinese,English
534,头带材质很好。,Excellent material for the headband.,The material of <v> some characters and </v> very good., some characters and ,non-translation,major,bp,Chinese,English
535,8 部分字符和代码的说明,Chars & Codes Explained,8 <v> not as good </v> characters and codes, not as good ,non-translation,major,bp,Chinese,English
536,没有想象的那么好,Not what was anticipated,It's not <v> can I love </v> it looks., can I love ,non-translation,major,bp,Chinese,English
537,亚马逊，我如何再爱你？,"How am I supposed to love you again, Amazon?","Amazon, how can <v> response from the </v> again?", response from the ,non-translation,major,bp,Chinese,English
538,等待供货商回复,Awaiting response from the supplier,<v> The worst shopping </v> response from the supplier., The worst shopping ,non-translation,major,bp,Chinese,English
539,有史以来体验最差的一次购物,One of the worst buying experiences I've ever had,<v> 1. Big brands </v> experience in history, 1. Big brands ,non-translation,major,bp,Chinese,English
540,1. 大品牌，价格便宜。,"1. A well-known brand, affordable price. ",1. Big <v> see more improvements </v> prices., see more improvements ,non-translation,major,bp,Chinese,English
541,希望在包装上以后多改进！,"Hopefully, future packaging improvements will be made!‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏",Hope to see <v> be said to </v> the packaging!, be said to ,non-translation,major,bp,Chinese,English
542,只能说还凑合,All I can say is that it isn't bad,<v> The balloon incident </v> be said to be passable., The balloon incident ,non-translation,major,bp,Chinese,English
543,气球事件更擦亮美国眼睛？,Will the balloon incident brighten the eyes of the United States?,The balloon incident <v> telephone number on </v> eyes?, telephone number on ,non-translation,major,bp,Chinese,English
544,明明订单上有联系电话！,"Clearly, the order includes a phone number!",There is <v> the book feels </v> on the order!, the book feels ,non-translation,major,bp,Chinese,English
545,"另外,本书感觉像是拼凑而成。","Furthermore, the book feels like a patchwork.","In addition, the book <v> grind the instep. </v> patchwork.", grind the instep. ,non-translation,major,bp,Chinese,English
546,紧、窄，箍脚、磨脚背。,"Instep grinding, hoop feet, and tight, tiny spaces. ","Tight, narrow, hoop <v> the clothes is </v> instep.", the clothes is ,non-translation,major,bp,Chinese,English
547,衣服的质量非常好。,The clothing is of excellent quality.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,The quality of <v> is also fast. </v> very good., is also fast. ,non-translation,major,bp,Chinese,English
548,发货速度也快。,"Additionally, shipping happens quickly.","The delivery <v> 5 stars, poor </v> fast."," 5 stars, poor ",non-translation,major,bp,Chinese,English
549,质量很好5星，物流很差,"Excellent quality, 5 stars but very subpar logistics","Good quality, <v> have been a </v> logistics", have been a ,non-translation,major,bp,Chinese,English
550,本来应该是非常流畅的线条。,The lines ought to have been very slick.,"It should <v> to eat, and </v> very smooth line."," to eat, and ",non-translation,major,bp,Chinese,English
551,猫猫喜欢吃，这是重点。,"The idea is that, cats enjoy eating.",Cats <v> we set two </v> and that's the point., we set two ,non-translation,major,bp,Chinese,English
552,最后，我们设定了两个大的战略方向。,"In the end, we set two major strategic directions.","Finally, we set <v> ask Amazon for </v> directions.", ask Amazon for ,non-translation,major,bp,Chinese,English
553,疑为伪劣商品，请亚马逊严格审核,"Please conduct a thorough review, of suspected counterfeit goods by Amazon","Suspected shoddy goods, ask <v> anti-counterfeit label? </v> scrutiny", anti-counterfeit label? ,non-translation,major,bp,Chinese,English
554,产品防伪标识在哪里,Where is the security seal for the product,Where <v> purchase is not </v> anti-counterfeit label?, purchase is not ,non-translation,major,bp,Chinese,English
555,这次购买不是很满意,This acquisition falls short of expectations,This purchase <v> this was a </v> satisfactory, this was a ,non-translation,major,bp,Chinese,English
556,综上，非常成功的一次购买。,"An excellent purchase, all around.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","In conclusion, this was <v> money be returned? </v> purchase.‏‏‏‏", money be returned? ,non-translation,major,bp,Chinese,English
557,但是要退还钱真不知何时？,"However, I am unsure of when I will receive my money returned?",But when will <v> an attitude towards </v> returned?, an attitude towards ,non-translation,major,bp,Chinese,English
558,！我为这样的治学精神感到遗憾。,！ Such a scholastic spirit makes me feel sad.,I <v> Kuomintang considered it </v> attitude towards scholarship., Kuomintang considered it ,non-translation,major,bp,Chinese,English
559,国民党方面评价认为是新鲜事物。,The (KMT) considers this evaluation as a new development.,The <v> The appearance is </v> a novelty., The appearance is ,non-translation,major,bp,Chinese,English
560,PS颜值不错,PS appears fine‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,<v> The postal courier </v> is not bad.‏‏‏‏, The postal courier ,non-translation,major,bp,Chinese,English
561,邮政快递员也很负责。,The mail messenger was likewise quite responsible.,The <v> service needs to </v> also very responsible., service needs to ,non-translation,major,bp,Chinese,English
562,提货服务有待改进,Improved pick-up service is required,<v> 1 The packaging </v> to be improved, 1 The packaging ,non-translation,major,bp,Chinese,English
563,1、表包装严重破旧。,"1, The table packaging is severely deteriorated.","1 <v> a poor review, </v> badly damaged"," a poor review, ",non-translation,major,bp,Chinese,English
564,相当差的评价，很失望。,"Rating pretty bad, very disappointed.","<v> Above average in </v> review, very disappointing.", Above average in ,non-translation,major,bp,Chinese,English
565,体验感中偏上水平,Intermediate to advanced level of experience,Above <v> document specifies three </v> of experience., document specifies three ,non-translation,major,bp,Chinese,English
566,本文件规定三个实现级别。,Three usage levels are depicted in this report.,<v> It's supposed to </v> three implementation levels., It's supposed to ,non-translation,major,bp,Chinese,English
567,应该是正品吧？,"It ought to be authentic, right?",It's supposed to be <v> value for money </v> right?, value for money ,non-translation,major,bp,Chinese,English
568,性价比很高的作品集,Portfolio that is economical,<v> I'm really speechless </v> great value for money, I'm really speechless ,non-translation,major,bp,Chinese,English
569,对这个代理公司和亚马逊实在是很无语。,"As it relates to this agency and Amazon, I am truly stunned.",I'm really speechless <v> is simply unacceptable. </v> and Amazon., is simply unacceptable. ,non-translation,major,bp,Chinese,English
570,图片质量实在不能接受,The visual quality is quite poor,<v> That is why </v> is simply unacceptable., That is why ,non-translation,major,bp,Chinese,English
571,正是源于此，我才选择了华为。,I decided on Huawei because of this.,<v> Is this how </v> I chose Huawei., Is this how ,non-translation,major,bp,Chinese,English
572,这就是亚马逊的处理方式？,Does Amazon handle it in this manner?,<v> The Bentley watch </v> Amazon handles it?, The Bentley watch ,non-translation,major,bp,Chinese,English
573,宾利表确实不错。,The timepieces made by Bentley are excellent.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,The <v> pension wealth management </v> indeed good.‏‏‏‏, pension wealth management ,non-translation,major,bp,Chinese,English
574,个人养老金理财产品终于上线了。,Items for overseeing individual benefits riches have at long last been presented.,"Personal pension wealth <v> a long time, </v> finally launched."," a long time, ",non-translation,major,bp,Chinese,English
575,虽然说过去很久，但是还是要来吐吐槽。,I still want to voice my displeasure even if it's been a while.,"Although <v> 11, 2023, 13:09:10 [Source: </v> time, I still have to complain."," 11, 2023, 13:09:10 [Source: ",non-translation,major,bp,Chinese,English
576,2023-02-11 13:09:10 [来源:新华社] [责编:李絮枫] 字体:【大中小】,2023-02-11 13:09:10 [Source: Xinhua News Agency] [Editor in charge: Li Xufeng] Font: [Large Middle Small],February <v> shootdown took place 10 </v> Xinhua News Agency] [Editor: Li Xufeng] Font: [Large Medium Small], shootdown took place 10 ,non-translation,major,bp,Chinese,English
577,击落的地点距离阿拉斯加海岸十英里。,"Ten miles off Alaska's coast, it was shot down.",The <v> the style is slim </v> miles off the coast of Alaska., the style is slim ,non-translation,major,bp,Chinese,English
578,遗憾的是版型属于瘦型的，更适合年轻人。,"Sadly, the version is lacking in substance and would be better suited for young individuals.","<v> Combating the CCP, the </v> slim fit, which is more suitable for young people."," Combating the CCP, the ",non-translation,major,bp,Chinese,English
579,同抗中共美日菲达成防卫共识,"The US, Japan, and the Philippines reach a defense consensus against the CCP","Combating the CCP, the US, Japan, and the <v> leader. </v> agreement", leader. ,non-translation,major,bp,Chinese,English
580,因此，我们的党失去了一位重要领导人。,"Therefore, our party has lost an important leader.","As a result, our <v> Double Eleven is much </v> leader.", Double Eleven is much ,non-translation,major,bp,Chinese,English
581,双十一的价格比黑五贵不少。,Black Friday is substantially cheaper than Double Eleven in terms of price.,The price of <v> of synthetic opioids has </v> much higher than that of the Black Five., of synthetic opioids has ,non-translation,major,bp,Chinese,English
582,合成类阿片的非医疗使用加剧了公共卫生危机,Synthetic opioid abuse worsens public health crisis,The non-medical use <v> rebounds strongly with a </v> exacerbated the public health crisis., rebounds strongly with a ,non-translation,major,bp,Chinese,English
583,新加坡旅游业复苏强劲入境旅客比2021年增长19倍,"Singapore tourism recovers strongly, arrivals up 19 times compared to 2021",Singapore's tourism industry rebounds strongly <v> for that product designer.‏ </v> in inbound tourists compared to 2021., for that product designer.‏ ,non-translation,major,bp,Chinese,English
584,有点心疼那个产品设计师。,The product designer is in my sympathy.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,"<v> It is impossible, and </v> sorry for that product designer.‏"," It is impossible, and ",non-translation,major,bp,Chinese,English
585,没有实力的企业根本不可能做到这样，也不敢这么做！,"This is difficult for a corporation lacking in strength, and it would be foolish to attempt it!","It <v> Position Range Number of </v> not, for a firm without strength to do so!", Position Range Number of ,non-translation,major,bp,Chinese,English
586,码位范围码位数字符数,Code digit count and range‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,Code Position Range <v> worried that Alphabet is </v> Number of Characters‏‏‏‏, worried that Alphabet is ,non-translation,major,bp,Chinese,English
587,市场担心Alphabet不及竞争对手微软。,"The market is concerned that Alphabet may not be able to compete with its rival, Microsoft.","The market is <v> in an air-conditioned room, </v> inferior to its competitor Microsoft."," in an air-conditioned room, ",non-translation,major,bp,Chinese,English
588,经过一个晚上空调房依然能保持很高的温度。,"Even after a night, the air-conditioned space can continue to keep a high temperature.",After a night in an air-conditioned <v> part of our country's </v> maintain a high temperature., part of our country's ,non-translation,major,bp,Chinese,English
589,援外医疗是我国援外工作的重要内容。,Medical aid to foreign countries is an important part of China's foreign aid work.,Medical aid abroad <v> take four or five </v> of our country's foreign aid work., take four or five ,non-translation,major,bp,Chinese,English
590,从厦门寄到福州，为什么要四五天啊！,Why does sending it from Xiamen to Fuzhou take four or five days!,Why <v> product is mediocre and </v> or five days to send it from Xiamen to Fuzhou!, product is mediocre and ,non-translation,major,bp,Chinese,English
591,马马虎虎的产品，和期望有差距,A gap exists between expectations and shoddy products,The product <v> head attachments are just </v> not meet expectations., head attachments are just ,non-translation,major,bp,Chinese,English
592,刷头配件在亚马逊买同样便宜。,"On Amazon, brush head accessories are equally affordable.",<v> Marijuana is the most </v> are just as cheap on Amazon., Marijuana is the most ,non-translation,major,bp,Chinese,English
593,吸毒大麻是最常用的物质，类阿片危害最大,"Opioids = most dangerous, marijuana = most used","Marijuana is the most commonly used substance, <v> Estate Market - China </v> greatest harm.", Estate Market - China ,non-translation,major,bp,Chinese,English
594,南京楼市再现“差价赔付”-中新网,"The Nanjing genuine domain showcase is back, ""paying for cost contrast,"" concurring to Chinanews com","""Price Difference Compensation"" Reappears in Nanjing Real Estate <v> you will get a </v> Network", you will get a ,non-translation,major,bp,Chinese,English
595,然后连接精灵球的话会送一个梦幻。,"After that, if you link the genie ball, a fantasy will be sent.",Then if you connect to <v> market will gradually restart </v> will get a Mew., market will gradually restart ,non-translation,major,bp,Chinese,English
596,2022年新加坡旅游市场逐步重新启动和恢复。,"In 2022, the Singapore tourism market will gradually restart and recover.","In 2022, the Singapore <v> and the knobs are </v> restart and recover.", and the knobs are ,non-translation,major,bp,Chinese,English
597,1.前面板，旋钮都塑料的。,1. The knobs and front panel are both composed of plastic.,"1. The <v> also a voice shouting, </v> knobs are all made of plastic."," also a voice shouting, ",non-translation,major,bp,Chinese,English
598,还出现有一个声音高喊“伊斯兰共和国去死”。,"There was also a voice shouting ""Death to the Islamic Republic"" during the interruption.","There was also a voice shouting, <v> kind of service is </v> Republic.""", kind of service is ,non-translation,major,bp,Chinese,English
599,不提倡退货，但是这样的服务，在中国仅此一家。,"Although returns are not advised, this service is the only one offered in China.",<v> I'm not sure what </v> but this kind of service is unique in China., I'm not sure what ,non-translation,major,bp,Chinese,English
600,简直怀疑人生了好么！,"Just questioned life, okay!",I'm not <v> never bought similar products </v> with my life., never bought similar products ,non-translation,major,bp,Chinese,English
601,但是以前没有买过类似商品，无法比价！,"However, because I have never purchased identical things, I am unable to compare pricing!‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","But <v> reason for not returning </v> products before, so I can't compare prices!‏", reason for not returning ,non-translation,major,bp,Chinese,English
602,不退货是因为作为头带功能不错。,It is not being returned because it makes a good headband.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,The reason for <v> pot clean and returned </v> because it functions well as a headband.‏, pot clean and returned ,non-translation,major,bp,Chinese,English
603,我把锅刷得干干净净地退了，白忙活了半天。,I spent a lot of time working in vain as I scrubbed the pot clean before returning it.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,I scrubbed the pot clean and <v> us wonderful foreign thoughts </v> half a day for nothing.‏, us wonderful foreign thoughts ,non-translation,major,bp,Chinese,English
604,感谢译者给我们带来了精彩的国外的思想和世界。,We are grateful to the translator for introducing us to such amazing foreign ideas and cultures.,<v> Hope to pay attention </v> for bringing us wonderful foreign thoughts and worlds., Hope to pay attention ,non-translation,major,bp,Chinese,English
605,希望重视包裹的运输保护,Hope to be mindful of package shipment protection,Hope to pay attention to <v> after-sales service is really </v> the package, after-sales service is really ,non-translation,major,bp,Chinese,English
606,东西还可以，但是亚马逊的售后服务真的比其他网站差太多了,"Things are fine, but Amazon's customer service is significantly inferior to that of competing websites",Things are <v> does not allow for </v> service is really much worse than other websites, does not allow for ,non-translation,major,bp,Chinese,English
607,亚马逊的规定不能周六，周日送货。,Delivery on Saturday and Sunday is not permitted by Amazon's policies.,"Amazon's policy does not <v> after the discount, but </v> Saturdays and Sundays."," after the discount, but ",non-translation,major,bp,Chinese,English
608,优惠后很划算，亚马逊假优惠很伤心,"Extremely nice bargain after the deal, extremely unhappy Amazon false offer","It's a great deal after the discount, but <v> the Clarks from my </v> very disappointing.", the Clarks from my ,non-translation,major,bp,Chinese,English
609,吓得我把收藏夹里的其乐都删了。,I erased all of the music from my favorites because I was so terrified.,I was so scared that <v> the price of dental </v> Clarks from my favorites., the price of dental ,non-translation,major,bp,Chinese,English
610,河南省规范整合口腔种植医疗服务价格-中新网,"Dental embed restorative benefit estimating are standardized and coordinates in Henan territory, agreeing to Chinanews com",Henan Province standardizes and integrates the <v> ones; both well-known entrepreneurs </v> medical services-Chinanews.com, ones; both well-known entrepreneurs ,non-translation,major,bp,Chinese,English
